carrier,flight_number,departure_airport,arrival_airport,scheduled_departure,actual_departure
VAV,JS356,JVL,CHS,2016-07-10 08:34:00,2016-07-10 08:34:00
POP,ZP727,AVL,CHS,2016-07-31 07:46:00,2016-07-31 07:46:00
ABC,AN218,JVL,JVL,2016-05-17 23:56:00,2016-05-17 23:56:00
WUT,KH158,JVL,JVL,2016-05-07 01:05:00,2016-05-07 01:50:00
WUT,VD054,JVL,AVL,2016-06-18 08:02:00,2016-06-18 08:05:00
WUT,KL403,JVL,WYS,2016-06-01 19:13:00,2016-06-01 21:09:00
WUT,SW052,CHS,CHS,2016-07-15 19:19:00,2016-07-15 19:19:00
VAV,XM098,WYS,JVL,2016-06-29 14:18:00,2016-06-29 14:18:00
WUT,TH203,JVL,JVL,2016-06-08 05:46:00,2016-06-08 05:46:00
POP,EP739,JVL,JVL,2016-06-02 16:31:00,2016-06-02 16:31:00
VAV,IF438,JVL,CHS,2016-05-14 22:49:00,2016-05-15 00:21:00
POP,PW705,JVL,JVL,2016-05-15 01:03:00,2016-05-15 01:03:00
POP,NM765,JVL,JVL,2016-05-28 11:50:00,2016-05-28 12:54:00
VAV,SX904,CHS,JVL,2016-06-01 02:18:00,2016-06-01 02:18:00
POP,JK718,JVL,CHS,2016-06-07 18:28:00,2016-06-07 18:28:00
WUT,NJ723,FYV,WRE,2016-06-09 06:37:00,2016-06-09 06:53:00
WUT,CW829,JVL,CHS,2016-07-04 09:39:00,2016-07-04 10:37:00
POP,UW611,AVL,JVL,2016-05-31 17:14:00,2016-05-31 19:04:00
DEF,UF570,JVL,CHS,2016-07-05 11:49:00,2016-07-05 11:49:00
DEF,QY124,WRE,JVL,2016-05-13 14:16:00,2016-05-13 14:30:00
POP,RP322,JVL,JVL,2016-09-02 11:09:00,2016-09-02 11:09:00
WUT,DX884,CHS,JVL,2016-07-25 16:31:00,2016-07-25 16:31:00
VAV,LS590,JVL,AVL,2016-05-18 05:20:00,2016-05-18 05:20:00
WUT,DY230,JVL,CHS,2016-08-13 19:26:00,2016-08-13 19:26:00
POP,CT567,CHS,JVL,2016-09-28 16:11:00,2016-09-28 16:11:00
WUT,ZR002,JVL,JVL,2016-05-19 22:10:00,2016-05-19 22:10:00
VAV,HA329,JVL,WRE,2016-06-11 09:32:00,2016-06-11 09:32:00
WUT,OV922,CHS,JVL,2016-07-21 19:44:00,2016-07-21 19:44:00
POP,ID135,JVL,JVL,2016-06-28 03:59:00,2016-06-28 03:59:00
WUT,AS222,CHS,CHS,2016-06-06 15:44:00,2016-06-06 15:44:00
WUT,IY044,JVL,CHS,2016-05-27 04:42:00,2016-05-27 04:42:00
WUT,DS211,WYS,CHS,2016-09-03 12:28:00,2016-09-03 12:28:00
GHU,PB274,JVL,CHS,2016-07-31 10:06:00,2016-07-31 10:06:00
VAV,UN990,JVL,GCC,2016-09-21 23:37:00,2016-09-22 00:33:00
WUT,XV837,CHS,JVL,2016-06-30 19:32:00,2016-06-30 19:32:00
WUT,TZ845,JVL,WRE,2016-06-07 16:48:00,2016-06-07 16:48:00
WUT,SK855,GCC,JVL,2016-07-25 17:19:00,2016-07-25 17:19:00
VAV,MY633,JVL,CHS,2016-08-04 15:26:00,2016-08-04 15:26:00
ABC,RD884,CHS,JVL,2016-08-01 22:05:00,2016-08-01 22:05:00
POP,FU263,JVL,WRE,2016-09-03 17:04:00,2016-09-03 17:57:00
DEF,LF892,CHS,AVL,2016-06-29 10:47:00,2016-06-29 10:47:00
VAV,LA660,WRE,JVL,2016-08-23 07:32:00,2016-08-23 08:46:00
POP,JO972,JVL,JVL,2016-07-28 17:46:00,2016-07-28 17:46:00
WUT,NP422,AVL,JVL,2016-09-02 21:18:00,2016-09-02 21:18:00
WUT,IZ988,CHS,CHS,2016-05-02 06:58:00,2016-05-02 06:58:00
WUT,DK061,JVL,JVL,2016-09-02 20:11:00,2016-09-02 20:11:00
WUT,YP273,JVL,WRE,2016-09-27 04:41:00,2016-09-27 04:48:00
WUT,UT800,CHS,WRE,2016-08-02 17:59:00,2016-08-02 18:08:00
WUT,CD793,AVL,WRE,2016-07-23 16:59:00,2016-07-23 18:44:00
GHU,CG967,AVL,JVL,2016-08-23 18:53:00,2016-08-23 18:53:00
POP,YN747,JVL,CHS,2016-08-26 21:05:00,2016-08-26 21:05:00
GHU,VN221,JVL,JVL,2016-06-15 03:45:00,2016-06-15 03:45:00
ABC,LM192,WRE,CHS,2016-09-13 12:36:00,2016-09-13 14:19:00
POP,YL534,JVL,JVL,2016-08-12 09:33:00,2016-08-12 09:33:00
WUT,JX189,JVL,CHS,2016-09-14 07:11:00,2016-09-14 07:11:00
WUT,EA197,CHS,JVL,2016-06-09 21:52:00,2016-06-09 21:52:00
POP,VS832,JVL,JVL,2016-07-01 10:18:00,2016-07-01 10:18:00
WUT,ZI976,JVL,JVL,2016-09-07 03:16:00,2016-09-07 03:16:00
POP,BC372,JVL,WYS,2016-06-20 04:35:00,2016-06-20 06:05:00
POP,LA821,AVL,JVL,2016-08-09 11:27:00,2016-08-09 12:14:00
POP,JT804,WRE,CHS,2016-08-05 00:24:00,2016-08-05 01:24:00
POP,UA253,JVL,CHS,2016-08-15 01:48:00,2016-08-15 01:48:00
ABC,FR073,CHS,JVL,2016-08-04 17:55:00,2016-08-04 17:55:00
VAV,AT757,CHS,JVL,2016-07-19 22:10:00,2016-07-19 22:10:00
WUT,PE158,JVL,GCC,2016-06-22 12:56:00,2016-06-22 12:56:00
GHU,PF409,CHS,AVL,2016-08-27 20:30:00,2016-08-27 20:30:00
POP,LF910,AVL,JVL,2016-06-02 02:23:00,2016-06-02 02:23:00
POP,UQ000,FSM,CHS,2016-07-18 18:07:00,2016-07-18 19:03:00
WUT,NO121,JVL,AVL,2016-07-01 17:22:00,2016-07-01 17:22:00
VAV,KT898,CHS,CHS,2016-06-27 01:39:00,2016-06-27 01:39:00
WUT,GA461,JVL,JVL,2016-06-16 23:43:00,2016-06-16 23:43:00
VAV,WA518,CHS,JVL,2016-05-12 05:24:00,2016-05-12 05:24:00
VAV,YQ647,JVL,CHS,2016-07-31 21:13:00,2016-07-31 21:13:00
WUT,ZQ535,JVL,JVL,2016-09-15 09:03:00,2016-09-15 09:46:00
VAV,DL644,GCC,CHS,2016-09-25 14:35:00,2016-09-25 14:35:00
GHU,OM635,FYV,CHS,2016-09-06 23:44:00,2016-09-06 23:44:00
POP,WQ644,AVL,AVL,2016-05-31 12:08:00,2016-05-31 12:08:00
ABC,RI862,JVL,JVL,2016-09-28 09:24:00,2016-09-28 09:24:00
WUT,UG788,JVL,JVL,2016-05-24 20:33:00,2016-05-24 20:33:00
POP,SD963,AVL,WRE,2016-05-02 03:24:00,2016-05-02 03:24:00
POP,EO289,WRE,JVL,2016-08-11 05:28:00,2016-08-11 05:28:00
POP,YT195,CHS,JVL,2016-06-30 01:48:00,2016-06-30 01:48:00
WUT,IJ731,CHS,CHS,2016-07-30 04:54:00,2016-07-30 05:50:00
GHU,SK727,AVL,JVL,2016-07-19 01:00:00,2016-07-19 01:00:00
GHU,TZ295,JVL,JVL,2016-05-02 12:45:00,2016-05-02 12:45:00
VAV,PR900,CHS,JVL,2016-06-26 12:39:00,2016-06-26 14:13:00
POP,JY735,JVL,WYS,2016-06-29 02:09:00,2016-06-29 02:09:00
WUT,QP444,JVL,JVL,2016-08-30 02:30:00,2016-08-30 02:30:00
WUT,ZE049,JVL,WRE,2016-09-15 22:07:00,2016-09-15 22:07:00
POP,EX374,CHS,AVL,2016-08-20 04:14:00,2016-08-20 04:14:00
POP,ZB382,JVL,JVL,2016-06-22 10:55:00,2016-06-22 12:21:00
POP,EB292,CHS,CHS,2016-09-12 11:30:00,2016-09-12 11:30:00
POP,MZ093,JVL,AVL,2016-08-06 13:14:00,2016-08-06 13:14:00
WUT,SY313,JVL,CHS,2016-07-01 23:07:00,2016-07-01 23:07:00
POP,UN602,JVL,JVL,2016-07-02 13:55:00,2016-07-02 14:47:00
WUT,LI308,JVL,JVL,2016-09-20 15:42:00,2016-09-20 15:42:00
WUT,MY675,CHS,JVL,2016-05-15 21:15:00,2016-05-15 23:13:00
VAV,HR415,CHS,WRE,2016-07-13 18:39:00,2016-07-13 18:39:00
VAV,NT232,AVL,JVL,2016-09-18 03:23:00,2016-09-18 05:15:00
WUT,LS970,WRE,JVL,2016-09-16 21:31:00,2016-09-16 22:33:00
WUT,QU143,AVL,WRE,2016-06-07 02:30:00,2016-06-07 02:30:00
WUT,VX270,CHS,CHS,2016-09-13 00:58:00,2016-09-13 00:58:00
WUT,UZ751,AVL,JVL,2016-07-23 00:10:00,2016-07-23 00:10:00
WUT,DE985,WRE,JVL,2016-07-08 17:52:00,2016-07-08 17:52:00
WUT,QB689,AVL,CHS,2016-05-15 01:24:00,2016-05-15 01:24:00
WUT,BY814,JVL,AVL,2016-07-19 16:04:00,2016-07-19 16:05:00
WUT,YT469,WRE,AVL,2016-07-16 08:33:00,2016-07-16 08:33:00
ABC,GZ637,CHS,AVL,2016-08-24 06:58:00,2016-08-24 06:58:00
GHU,MA317,AVL,JVL,2016-09-03 13:38:00,2016-09-03 13:38:00
WUT,RP930,JVL,JVL,2016-07-13 05:13:00,2016-07-13 05:13:00
POP,WN322,WRE,JVL,2016-06-06 11:08:00,2016-06-06 12:34:00
GHU,CR750,WRE,CHS,2016-05-06 23:19:00,2016-05-06 23:19:00
WUT,JX330,CHS,AVL,2016-05-21 23:09:00,2016-05-21 23:09:00
POP,DO416,JVL,JVL,2016-07-27 08:46:00,2016-07-27 08:46:00
POP,IE443,JVL,JVL,2016-07-10 05:10:00,2016-07-10 07:09:00
WUT,QN081,WRE,CHS,2016-05-10 17:33:00,2016-05-10 17:41:00
POP,NA327,CHS,CHS,2016-07-20 12:54:00,2016-07-20 12:54:00
WUT,YV304,JVL,JVL,2016-09-06 05:45:00,2016-09-06 06:29:00
WUT,KG940,WRE,JVL,2016-09-08 20:41:00,2016-09-08 20:41:00
WUT,PW432,JVL,CHS,2016-08-07 19:45:00,2016-08-07 19:45:00
VAV,TB129,JVL,JVL,2016-05-09 06:48:00,2016-05-09 06:48:00
WUT,MO502,JVL,CHS,2016-08-01 00:10:00,2016-08-01 01:48:00
WUT,OF923,CHS,JVL,2016-07-26 04:18:00,2016-07-26 04:45:00
WUT,IP527,JVL,JVL,2016-08-30 06:06:00,2016-08-30 06:06:00
POP,YX033,JVL,JVL,2016-06-18 05:20:00,2016-06-18 05:20:00
VAV,XM109,WRE,CHS,2016-08-16 13:52:00,2016-08-16 14:21:00
WUT,OG038,JVL,JVL,2016-08-05 15:11:00,2016-08-05 15:47:00
VAV,KC011,GCC,JVL,2016-05-04 13:12:00,2016-05-04 14:57:00
WUT,VM917,CHS,JVL,2016-06-05 00:18:00,2016-06-05 01:51:00
WUT,HS323,CHS,JVL,2016-05-29 06:58:00,2016-05-29 06:58:00
POP,VA680,JVL,JVL,2016-06-26 20:31:00,2016-06-26 20:31:00
POP,IC099,CHS,JVL,2016-06-25 07:50:00,2016-06-25 07:50:00
WUT,EX894,JVL,JVL,2016-07-01 03:07:00,2016-07-01 03:07:00
WUT,WD031,JVL,JVL,2016-09-14 23:06:00,2016-09-14 23:06:00
WUT,LM272,JVL,JVL,2016-07-30 22:54:00,2016-07-30 22:54:00
WUT,YP855,AVL,AVL,2016-08-30 02:03:00,2016-08-30 02:03:00
POP,YS210,JVL,JVL,2016-07-17 09:58:00,2016-07-17 09:58:00
POP,XB725,JVL,JVL,2016-07-08 21:17:00,2016-07-08 21:17:00
WUT,GM623,WYS,WRE,2016-05-09 17:07:00,2016-05-09 17:07:00
WUT,OI422,JVL,JVL,2016-07-28 04:53:00,2016-07-28 04:53:00
WUT,DC614,CHS,AVL,2016-07-21 06:07:00,2016-07-21 06:32:00
WUT,TO817,JVL,JVL,2016-07-14 15:04:00,2016-07-14 15:04:00
DEF,IU754,JVL,JVL,2016-09-26 17:11:00,2016-09-26 17:11:00
GHU,YW607,AVL,CHS,2016-06-23 17:32:00,2016-06-23 17:32:00
GHU,IW817,JVL,JVL,2016-07-02 15:12:00,2016-07-02 15:12:00
VAV,NB756,CHS,CHS,2016-05-28 22:28:00,2016-05-28 22:28:00
POP,RU349,CHS,JVL,2016-06-03 08:21:00,2016-06-03 08:21:00
VAV,YH379,CHS,AVL,2016-06-30 14:21:00,2016-06-30 14:21:00
POP,YK182,WYS,JVL,2016-09-25 22:56:00,2016-09-25 22:56:00
WUT,IN606,JVL,AVL,2016-08-30 13:34:00,2016-08-30 13:34:00
WUT,US585,JVL,WRE,2016-09-23 07:09:00,2016-09-23 07:09:00
WUT,OP174,JVL,JVL,2016-08-10 08:03:00,2016-08-10 09:23:00
WUT,YX140,JVL,WRE,2016-07-21 11:54:00,2016-07-21 11:54:00
WUT,OD038,JVL,GCC,2016-08-15 05:13:00,2016-08-15 05:13:00
WUT,XH792,CHS,WYS,2016-05-28 16:27:00,2016-05-28 16:27:00
WUT,XH883,CHS,JVL,2016-09-29 12:13:00,2016-09-29 12:13:00
VAV,GO303,CHS,WRE,2016-09-03 14:04:00,2016-09-03 14:04:00
GHU,JT658,CHS,JVL,2016-09-20 22:50:00,2016-09-20 23:38:00
ABC,PU216,CHS,JVL,2016-06-11 19:28:00,2016-06-11 19:53:00
DEF,PL605,AVL,AVL,2016-08-19 01:37:00,2016-08-19 01:37:00
POP,IR495,CHS,CHS,2016-07-03 14:43:00,2016-07-03 15:18:00
WUT,XI984,CHS,WRE,2016-05-15 05:59:00,2016-05-15 06:19:00
WUT,SV925,JVL,CHS,2016-09-05 19:07:00,2016-09-05 19:07:00
WUT,PT280,GCC,JVL,2016-08-30 10:53:00,2016-08-30 10:53:00
WUT,NO689,CHS,AVL,2016-07-19 18:11:00,2016-07-19 18:11:00
WUT,LK083,WRE,CHS,2016-05-21 21:44:00,2016-05-21 21:44:00
POP,SI781,CHS,JVL,2016-09-10 11:19:00,2016-09-10 11:19:00
POP,ON199,JVL,AVL,2016-05-20 09:43:00,2016-05-20 10:13:00
WUT,WE422,JVL,CHS,2016-07-31 05:24:00,2016-07-31 05:24:00
GHU,UV479,AVL,JVL,2016-09-17 13:12:00,2016-09-17 13:12:00
WUT,MA239,JVL,AVL,2016-06-17 15:34:00,2016-06-17 15:34:00
WUT,PR806,JVL,WYS,2016-06-23 23:07:00,2016-06-23 23:07:00
WUT,HZ729,JVL,AHN,2016-05-05 02:42:00,2016-05-05 02:42:00
GHU,QU551,JVL,JVL,2016-07-31 13:01:00,2016-07-31 13:01:00
WUT,EJ741,FYV,AVL,2016-05-19 10:56:00,2016-05-19 10:56:00
POP,BT590,CHS,AVL,2016-08-04 10:00:00,2016-08-04 10:00:00
POP,IH178,JVL,AVL,2016-06-20 23:58:00,2016-06-21 00:00:00
VAV,GB131,JVL,AVL,2016-06-20 08:13:00,2016-06-20 09:21:00
VAV,WI898,WYS,AVL,2016-07-03 01:36:00,2016-07-03 01:36:00
POP,RN038,JVL,JVL,2016-09-22 07:09:00,2016-09-22 07:09:00
WUT,KX178,WRE,JVL,2016-08-19 15:59:00,2016-08-19 15:59:00
WUT,OX150,JVL,JVL,2016-08-23 09:31:00,2016-08-23 09:31:00
WUT,VC232,CHS,JVL,2016-08-05 05:57:00,2016-08-05 05:57:00
WUT,ZM253,AVL,JVL,2016-05-10 01:34:00,2016-05-10 01:34:00
POP,SK476,WRE,JVL,2016-08-04 23:16:00,2016-08-04 23:16:00
POP,DE597,CHS,AVL,2016-07-26 15:13:00,2016-07-26 15:13:00
WUT,MI904,JVL,JVL,2016-08-08 13:10:00,2016-08-08 13:10:00
WUT,LI539,JVL,JVL,2016-05-05 08:56:00,2016-05-05 08:56:00
WUT,CZ613,AVL,JVL,2016-05-06 00:06:00,2016-05-06 00:06:00
GHU,XQ121,CHS,JVL,2016-07-14 08:57:00,2016-07-14 08:57:00
WUT,UJ584,CHS,JVL,2016-08-03 15:32:00,2016-08-03 15:48:00
POP,KD773,JVL,JVL,2016-09-14 03:13:00,2016-09-14 03:13:00
WUT,BJ541,JVL,AVL,2016-05-18 17:15:00,2016-05-18 17:15:00
WUT,IC078,CHS,JVL,2016-08-16 01:06:00,2016-08-16 01:06:00
POP,NB834,CHS,AVL,2016-07-11 10:11:00,2016-07-11 10:11:00
VAV,YP222,AVL,JVL,2016-06-29 23:13:00,2016-06-29 23:13:00
VAV,CI089,JVL,AVL,2016-06-19 05:23:00,2016-06-19 05:23:00
VAV,IJ168,JVL,JVL,2016-07-04 20:06:00,2016-07-04 20:06:00
WUT,WY970,JVL,CHS,2016-08-15 12:55:00,2016-08-15 12:55:00
GHU,BJ249,JVL,JVL,2016-05-12 14:41:00,2016-05-12 14:41:00
VAV,CD937,CHS,JVL,2016-06-29 00:25:00,2016-06-29 02:17:00
VAV,NY345,AVL,JVL,2016-09-05 00:06:00,2016-09-05 00:06:00
WUT,AW178,CHS,CHS,2016-06-14 05:52:00,2016-06-14 05:52:00
WUT,LB065,JVL,CHS,2016-09-12 23:29:00,2016-09-12 23:29:00
POP,SC841,CHS,AVL,2016-07-16 04:45:00,2016-07-16 04:45:00
GHU,MG591,JVL,JVL,2016-08-15 01:48:00,2016-08-15 01:48:00
POP,SO840,JVL,AVL,2016-08-18 01:20:00,2016-08-18 01:20:00
WUT,AV911,JVL,CHS,2016-08-10 04:50:00,2016-08-10 04:50:00
WUT,ME958,AVL,JVL,2016-08-04 13:39:00,2016-08-04 13:39:00
WUT,IU913,JVL,CHS,2016-09-05 16:20:00,2016-09-05 16:20:00
WUT,VQ038,JVL,JVL,2016-08-05 14:36:00,2016-08-05 14:36:00
DEF,LT832,JVL,CHS,2016-07-19 01:30:00,2016-07-19 01:30:00
POP,ED335,AVL,JVL,2016-07-25 11:29:00,2016-07-25 11:29:00
WUT,ZK162,JVL,AVL,2016-05-15 12:13:00,2016-05-15 13:25:00
WUT,AL967,CHS,WRE,2016-09-09 06:33:00,2016-09-09 06:33:00
WUT,FL178,AVL,CHS,2016-05-01 08:36:00,2016-05-01 08:36:00
WUT,LR483,CHS,WYS,2016-06-12 10:54:00,2016-06-12 10:54:00
POP,QW629,WRE,JVL,2016-09-05 11:55:00,2016-09-05 12:27:00
WUT,HZ414,CHS,JVL,2016-09-16 21:22:00,2016-09-16 21:22:00
WUT,BT212,CHS,CHS,2016-05-15 13:17:00,2016-05-15 13:17:00
POP,BL140,WYS,JVL,2016-07-17 07:19:00,2016-07-17 08:15:00
WUT,SR123,JVL,AVL,2016-09-12 15:57:00,2016-09-12 15:57:00
ABC,RN288,GCC,JVL,2016-05-10 02:25:00,2016-05-10 02:25:00
POP,NY732,CHS,CHS,2016-06-30 10:21:00,2016-06-30 12:18:00
WUT,CV088,CHS,JVL,2016-05-24 12:34:00,2016-05-24 13:07:00
WUT,XT481,CHS,WYS,2016-06-11 09:12:00,2016-06-11 09:12:00
WUT,OT786,CHS,AVL,2016-05-30 06:34:00,2016-05-30 06:34:00
WUT,HA843,JVL,JVL,2016-07-17 19:40:00,2016-07-17 19:40:00
WUT,AP151,JVL,WRE,2016-07-06 02:40:00,2016-07-06 02:40:00
POP,LI301,JVL,WRE,2016-07-15 09:59:00,2016-07-15 09:59:00
POP,JO375,JVL,JVL,2016-06-18 23:43:00,2016-06-18 23:43:00
POP,CN708,JVL,WRE,2016-07-17 18:51:00,2016-07-17 18:51:00
WUT,YM804,CHS,CHS,2016-07-01 13:34:00,2016-07-01 14:57:00
ABC,DY964,JVL,AVL,2016-05-22 23:32:00,2016-05-22 23:32:00
POP,PF594,CHS,JVL,2016-06-10 06:49:00,2016-06-10 06:49:00
WUT,AG587,JVL,CHS,2016-07-09 20:23:00,2016-07-09 20:23:00
WUT,EN239,JVL,CHS,2016-09-13 03:37:00,2016-09-13 03:37:00
POP,QL500,JVL,JVL,2016-09-13 10:36:00,2016-09-13 10:36:00
WUT,DO129,JVL,JVL,2016-06-03 07:30:00,2016-06-03 07:30:00
WUT,RN206,JVL,JVL,2016-07-19 04:51:00,2016-07-19 04:51:00
WUT,YM783,CHS,JVL,2016-08-26 02:13:00,2016-08-26 03:34:00
VAV,OF536,WRE,JVL,2016-05-06 06:29:00,2016-05-06 06:29:00
POP,PN284,JVL,JVL,2016-06-11 15:52:00,2016-06-11 15:52:00
ABC,DY632,CHS,CHS,2016-08-12 22:44:00,2016-08-12 22:44:00
POP,WN655,CHS,JVL,2016-08-21 16:41:00,2016-08-21 16:41:00
WUT,FP645,WYS,JVL,2016-07-31 04:15:00,2016-07-31 05:34:00
GHU,XO843,AVL,JVL,2016-06-20 10:00:00,2016-06-20 11:38:00
WUT,FS620,JVL,JVL,2016-05-02 23:56:00,2016-05-03 00:15:00
WUT,HA976,CHS,JVL,2016-05-16 14:57:00,2016-05-16 14:57:00
WUT,PV811,WYS,JVL,2016-06-07 19:37:00,2016-06-07 19:37:00
GHU,GP587,JVL,JVL,2016-09-07 14:57:00,2016-09-07 14:57:00
POP,LC039,CHS,CHS,2016-07-03 12:40:00,2016-07-03 12:40:00
WUT,IW711,CHS,JVL,2016-05-26 08:10:00,2016-05-26 09:16:00
WUT,ES708,JVL,CHS,2016-07-19 12:07:00,2016-07-19 12:07:00
VAV,PT976,JVL,JVL,2016-08-24 03:52:00,2016-08-24 03:52:00
POP,PW243,CHS,CHS,2016-05-27 11:18:00,2016-05-27 11:18:00
POP,HG637,CHS,JVL,2016-06-05 12:39:00,2016-06-05 14:02:00
WUT,IR813,JVL,CHS,2016-07-23 05:38:00,2016-07-23 06:26:00
WUT,LJ304,CHS,AVL,2016-08-12 20:10:00,2016-08-12 20:10:00
WUT,HL672,CHS,AVL,2016-08-30 11:42:00,2016-08-30 12:52:00
WUT,TY588,CHS,JVL,2016-09-11 01:52:00,2016-09-11 01:52:00
GHU,DA188,CHS,JVL,2016-05-07 13:32:00,2016-05-07 13:32:00
WUT,AL197,JVL,CHS,2016-06-25 09:31:00,2016-06-25 09:31:00
WUT,LY278,CHS,FYV,2016-05-09 20:02:00,2016-05-09 20:40:00
POP,TR005,CHS,CHS,2016-07-22 06:14:00,2016-07-22 06:14:00
WUT,ZO074,AVL,JVL,2016-05-08 02:45:00,2016-05-08 02:45:00
WUT,VP777,JVL,CHS,2016-07-17 14:33:00,2016-07-17 14:33:00
WUT,JV292,JVL,AVL,2016-08-07 11:00:00,2016-08-07 11:00:00
WUT,UI324,JVL,JVL,2016-08-20 17:48:00,2016-08-20 17:48:00
POP,VX586,CHS,JVL,2016-08-12 02:00:00,2016-08-12 02:00:00
POP,FT032,JVL,CHS,2016-08-19 00:38:00,2016-08-19 01:41:00
POP,SZ256,WYS,JVL,2016-07-19 16:13:00,2016-07-19 16:13:00
VAV,HU716,CHS,CHS,2016-08-24 03:02:00,2016-08-24 04:12:00
WUT,LQ625,CHS,JVL,2016-05-19 02:26:00,2016-05-19 02:26:00
POP,IE196,AVL,CHS,2016-09-03 21:57:00,2016-09-03 22:01:00
WUT,YW173,CHS,JVL,2016-07-15 21:15:00,2016-07-15 21:15:00
POP,EK354,JVL,JVL,2016-08-17 22:28:00,2016-08-17 22:28:00
WUT,AI178,JVL,JVL,2016-07-06 13:08:00,2016-07-06 15:07:00
POP,ZV852,CHS,JVL,2016-07-01 13:06:00,2016-07-01 13:53:00
WUT,PH271,JVL,JVL,2016-09-23 03:18:00,2016-09-23 03:46:00
VAV,LY289,AVL,CHS,2016-08-19 05:52:00,2016-08-19 05:52:00
WUT,OT255,JVL,CHS,2016-06-28 23:07:00,2016-06-28 23:07:00
POP,EX465,JVL,AVL,2016-06-12 22:06:00,2016-06-12 22:06:00
WUT,SO898,DFW,JVL,2016-08-29 03:59:00,2016-08-29 03:59:00
WUT,SM440,CHS,JVL,2016-07-01 07:47:00,2016-07-01 07:47:00
VAV,HT382,JVL,WRE,2016-05-18 18:50:00,2016-05-18 18:50:00
WUT,TR743,JVL,CHS,2016-07-16 06:26:00,2016-07-16 06:26:00
WUT,QF474,CHS,JVL,2016-07-25 17:51:00,2016-07-25 17:51:00
WUT,UA921,CHS,JVL,2016-09-16 15:11:00,2016-09-16 15:11:00
WUT,HM713,JVL,JVL,2016-08-22 22:04:00,2016-08-22 22:53:00
DEF,PH306,AVL,JVL,2016-07-15 17:47:00,2016-07-15 17:47:00
WUT,SH274,JVL,JVL,2016-05-23 08:30:00,2016-05-23 08:30:00
WUT,VB270,CHS,JVL,2016-07-10 01:16:00,2016-07-10 01:16:00
WUT,VX014,JVL,CHS,2016-07-17 04:01:00,2016-07-17 04:01:00
GHU,EG781,JVL,WYS,2016-07-03 03:57:00,2016-07-03 03:57:00
WUT,CH183,AVL,WYS,2016-09-29 19:08:00,2016-09-29 19:34:00
WUT,EQ244,JVL,JVL,2016-07-02 07:42:00,2016-07-02 07:42:00
WUT,YE657,WYS,JVL,2016-06-26 19:04:00,2016-06-26 19:04:00
VAV,EU635,CHS,CHS,2016-06-04 11:20:00,2016-06-04 11:20:00
WUT,PG331,JVL,CHS,2016-08-27 08:49:00,2016-08-27 08:49:00
WUT,QF611,JVL,JVL,2016-08-02 17:19:00,2016-08-02 17:19:00
DEF,UP429,JVL,JVL,2016-08-30 18:58:00,2016-08-30 19:05:00
WUT,SP013,JVL,CHS,2016-09-15 10:00:00,2016-09-15 10:00:00
WUT,DN164,CHS,JVL,2016-07-11 21:57:00,2016-07-11 21:57:00
GHU,DR289,WYS,JVL,2016-07-11 08:57:00,2016-07-11 08:57:00
POP,YB488,JVL,WRE,2016-07-27 19:50:00,2016-07-27 21:47:00
VAV,UI624,JVL,JVL,2016-07-02 01:47:00,2016-07-02 02:38:00
WUT,YL559,AVL,CHS,2016-05-12 10:32:00,2016-05-12 10:32:00
GHU,DH507,JVL,CHS,2016-09-18 16:37:00,2016-09-18 16:37:00
WUT,KI643,JVL,CHS,2016-07-13 18:27:00,2016-07-13 18:27:00
WUT,SC677,AVL,CHS,2016-07-15 23:47:00,2016-07-15 23:47:00
POP,LD223,JVL,JVL,2016-08-13 12:48:00,2016-08-13 13:19:00
WUT,BO079,JVL,JVL,2016-06-06 19:24:00,2016-06-06 19:24:00
WUT,HV807,JVL,AVL,2016-07-14 19:48:00,2016-07-14 20:01:00
WUT,VE135,AVL,JVL,2016-05-31 09:40:00,2016-05-31 09:40:00
WUT,UJ682,JVL,JVL,2016-07-04 08:43:00,2016-07-04 08:43:00
WUT,KP940,JVL,AVL,2016-09-03 11:47:00,2016-09-03 11:47:00
POP,QT787,JVL,JVL,2016-05-10 10:08:00,2016-05-10 10:08:00
GHU,ZG207,JVL,JVL,2016-08-31 06:31:00,2016-08-31 06:31:00
VAV,WV619,CHS,CHS,2016-08-06 19:29:00,2016-08-06 20:58:00
WUT,VM740,JVL,AVL,2016-08-13 00:09:00,2016-08-13 00:50:00
WUT,JI718,JVL,WRE,2016-07-18 04:47:00,2016-07-18 04:47:00
VAV,OK413,JVL,JVL,2016-08-12 00:07:00,2016-08-12 00:07:00
VAV,MP890,JVL,JVL,2016-09-21 22:04:00,2016-09-21 22:04:00
WUT,SZ554,CHS,FYV,2016-09-07 00:50:00,2016-09-07 02:47:00
GHU,GZ258,CHS,JVL,2016-07-07 16:07:00,2016-07-07 16:07:00
WUT,VA980,CHS,CHS,2016-08-25 22:32:00,2016-08-25 22:32:00
WUT,IG603,CHS,JVL,2016-08-11 15:37:00,2016-08-11 15:37:00
POP,XK802,JVL,JVL,2016-08-27 00:07:00,2016-08-27 00:07:00
WUT,BS045,CHS,AVL,2016-06-16 13:46:00,2016-06-16 13:46:00
WUT,EU419,CHS,JVL,2016-08-09 06:34:00,2016-08-09 06:34:00
POP,HX874,CHS,CHS,2016-05-04 18:48:00,2016-05-04 18:48:00
POP,NF682,AVL,JVL,2016-06-02 04:26:00,2016-06-02 06:19:00
